function	S1_S16	S1_m	S2_S16	S2_m	S3_S16	S3_m	S4_S16	S4_m	S5_S16	S5_m	S6_S16	S6_m	S7_S16	S7_m	S8_S16	S8_m	S9_S16	S9_m	S10_S16	S10_m	S11_S16	S11_m	S12_S16	S12_m	S13_S16	S13_m	S14_S16	S14_m	S15_S16	S15_m	S16_S16	S16_m	S17_S16	S17_m	S18_S16	S18_m
K17910	0	0	36	1	0	1	0	0	0	0	0	0	119	0	1	73	0	0	134	0	0	0	46	7	4	0	0	1	0	0	0	3	6	2	2	0
K17938	2613	1111	575	471	7258	586	7325	330	3162	275	378	359	4415	899	440	361	673	278	1111	271	825	368	2575	345	218	800	7984	106	1164	2074	1361	92	2556	799	176	233
K17947	0	56	336	10	84	2	390	27	204	152	0	8	3943	117	56	57	436	11	420	457	0	1	1223	597	440	34	39	63	0	90	92	93	506	11	5638	473
K17948	0	1	9	9	5	29	0	1	569	5	45	3	1	6	12	28	5	142	25	57	114	54	3	8	0	10	100	2	252	0	2	1	1	14	14	11
K17950	5	193	43	1	193	0	766	10	17	5	7	0	87	105	0	13	335	0	488	3	0	6	48	57	72	3	0	48	24	372	57	100	77	1	43	1
K17989	1476	282	1073	266	1587	266	1084	754	5964	395	5128	132	118	213	3049	868	1030	883	613	45	1507	593	1903	40	11	539	2775	25	1422	176	2433	45	223	1788	208	16
K17992	0	1	1	101	5	3	1	1	4	0	0	0	0	30	0	3	0	0	0	0	0	0	0	0	6	0	0	12	0	1	1	11	1	5	0	0
K18003	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	0	1	0	0	0	0	0	0	1	0
K18005	0	0	5	7	0	0	0	0	0	0	0	0	2	0	0	5	0	0	5	1	0	0	9	5	0	0	0	34	0	0	52	116	4	0	75	0
K18006	0	0	5	0	0	0	0	0	0	0	0	0	2	0	0	3	0	0	5	1	0	0	9	5	0	0	0	24	0	0	52	111	4	0	75	0
K18007	0	0	63	0	0	0	0	0	0	0	0	0	40	0	0	4	0	0	19	2	0	0	9	6	89	0	0	36	0	0	0	132	6	0	94	0
K18008	0	0	3	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0	3	0	0	0	0
K18009	903	55	569	128	604	13	5054	36	1277	58	1600	93	853	851	516	285	712	248	764	175	1788	455	2072	225	362	221	1295	116	682	290	133	146	538	710	161	135
K18011	0	0	64	31	2	1	1	0	0	0	0	0	219	2	0	20	0	0	36	11	0	0	502	68	262	0	0	30	0	0	0	58	199	0	98	8
K18012	0	0	72	31	2	1	1	0	0	0	0	0	221	2	0	20	0	0	36	11	0	0	502	68	262	0	0	30	0	0	0	58	197	0	100	8
K18013	0	0	15	56	2	1	1	0	0	0	0	0	40	4	0	6	0	0	3	0	0	0	24	1	21	0	0	30	0	0	0	29	6	0	4	1
K18014	0	0	88	31	2	1	1	0	0	0	0	0	222	2	0	19	0	0	41	12	0	0	495	69	263	0	0	30	0	1	0	46	200	0	101	8
K18015	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1
K18016	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0
K18017	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0
K18023	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0
K18028	644	10	566	42	20	214	71	4	4494	68	110	30	3826	11	67	742	175	292	694	65	3036	909	2128	209	801	76	1085	79	563	2	7	99	1992	8	220	63
K18029	1554	787	791	744	2486	174	6669	728	5768	710	1049	400	3975	967	2842	750	1830	572	1352	206	3341	1193	2320	313	970	1758	6680	144	1051	533	2826	284	2159	989	511	175
K18030	1218	433	620	451	285	53	395	37	4691	349	125	180	3874	524	133	740	278	314	699	67	3129	939	2126	207	794	1220	2723	76	585	166	367	176	1988	235	371	73
K18055	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26	0	0	0	0	0	0	0	0	0	0	0
K18058	0	0	26	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	10	1	0	0	0	2	0	0	0	2	2	0	0	0
K18067	337	24	5	50	63	14	83	2	1046	32	921	7	5	109	342	2	326	247	181	54	212	250	3	26	72	14	60	5	443	39	30	11	6	516	14	68
K18068	337	24	5	50	63	14	83	2	1046	32	921	7	4	109	341	2	326	247	181	54	212	250	3	25	72	14	60	5	443	39	29	11	6	516	14	68
K18069	336	24	5	47	63	14	79	0	1046	32	921	7	4	108	335	2	310	247	183	54	212	249	3	25	78	14	60	6	442	39	23	12	6	516	20	68
K18070	336	0	9	47	37	5	38	0	1046	12	921	0	14	98	332	3	310	247	186	54	212	249	3	17	66	0	6	2	440	39	23	6	5	482	15	68
K18072	2554	281	455	148	1587	116	1079	615	4708	303	123	158	3707	192	1889	516	953	264	949	209	3205	1006	361	160	792	572	3752	36	574	165	1976	144	1885	25	207	100
K18073	2554	281	452	148	1587	106	1079	615	4708	303	123	158	3671	192	1889	516	953	264	949	206	3205	1006	361	160	771	572	3752	32	574	165	1976	18	1879	25	180	99
K18074	336	6	7	47	45	5	79	0	1046	32	921	0	6	108	332	5	310	247	183	54	212	249	3	31	69	0	6	22	440	39	23	21	6	482	14	68
K18075	336	6	0	47	45	5	79	0	1046	32	921	0	4	108	332	2	310	247	181	54	212	249	3	25	67	0	6	0	440	39	23	3	6	482	12	68
K18076	336	6	7	47	45	5	79	0	1046	32	921	0	6	108	332	5	310	247	183	54	212	249	3	31	69	0	6	22	440	39	23	21	6	482	14	68
K18077	336	6	0	47	45	5	79	0	1046	32	921	0	4	108	332	2	310	247	181	54	212	249	3	25	67	0	6	0	440	39	23	3	6	482	12	68
K18087	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K18088	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K18089	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K18092	0	0	37	0	0	0	0	0	0	0	0	0	12	0	0	1	0	0	2	0	0	0	9	2	2	0	0	2	0	0	0	4	2	1636	1	0
K18093	3712	565	1421	393	3220	223	2236	1232	6020	674	1707	289	11466	1268	4109	803	2215	566	2140	104	4964	1451	965	524	2399	1242	6523	109	1424	857	3975	96	5827	2166	439	244
K18094	0	4	0	2	1	10	40	0	61	10	0	0	14	1	2	1	16	0	0	0	0	0	8	1	18	1	0	5	6	3	11	9	2	0	1	0
K18095	0	4	0	2	1	10	40	0	61	10	0	0	15	1	2	1	16	0	0	0	0	0	8	1	18	1	0	5	6	3	11	2	2	0	1	0
K18096	2	10	295	7	8	2	315	4	0	2	0	5	209	7	13	13	31	0	59	10	0	3	119	59	148	1	6	56	2	11	15	126	126	2	83	6
K18098	11	2	118	30	5	40	21	31	60	63	3	3	2286	7	81	10	19	10	335	65	3	3	72	136	165	11	126	56	1	1	169	141	1436	30	323	67
K18099	0	560	115	193	3173	169	2157	1223	0	531	0	262	0	384	3777	0	1905	1	0	3	0	8	43	1	0	997	5527	1	0	329	3952	2	137	1685	1	1
K18100	644	0	575	19	3	9	0	6	4494	39	110	27	3737	2	3	514	0	252	564	29	3036	909	392	144	898	72	982	43	563	0	7	25	1944	7	169	47
K18101	0	2	52	0	0	0	0	0	0	0	0	0	89	0	0	6	0	2	7	0	0	0	101	5	66	0	0	16	0	0	0	60	16	0	48	0
K18104	0	1	398	3	0	1	9	1	2	1	0	0	499	2	3	168	0	6	372	88	2	0	421	31	223	1	12	55	0	1	5	62	114	29	224	3
K18109	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27	0	0	1	0	0	0	2	0	0	0	0
K18110	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	14	0	0	0
K18111	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	5
K18115	0	0	39	0	0	0	0	0	0	0	0	0	24	1	0	74	0	0	193	0	0	0	62	11	9	0	0	2	0	0	0	3	1	2	0	0
K18118	21012	1234	2833	1981	6332	1483	3314	987	26426	1117	26933	727	6455	3354	8429	1622	3763	3975	8106	3703	13370	4294	2170	596	1920	2767	6224	264	11927	3416	4130	534	2721	3830	1770	740
K18119	0	0	0	10	2	1	1	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	2	0	0
K18120	0	0	17	9	2	1	1	0	0	0	4	0	5610	1	0	6	0	1	73	882	0	0	5648	635	951	0	0	1	0	0	1	7	226	0	14028	1017
K18121	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	1	0	0	0	0	0	0	2	0	2	0	0	2	0	0	0	2	11	0	4	0
K18122	0	0	3	34	2	1	1	0	0	0	0	0	7	2	0	3	0	0	0	0	0	0	2	0	4	0	0	8	0	0	1	3	11	0	0	1
K18123	0	0	6	0	0	0	0	0	0	0	0	0	47	0	0	2	0	0	5	0	0	0	6	1	14	0	0	12	0	0	0	45	18	0	13	0
K18129	136	4	40	1	1	10	39	0	61	10	0	0	14	1	2	99	16	0	7	0	0	0	8	6	18	1	0	5	6	3	11	17	6	0	11	2
K18130	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K18131	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K18133	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K18135	0	0	13	0	2	0	30	0	0	0	0	0	66	201	0	9	0	0	90	2	0	0	69	58	12	6	0	2	0	27	0	48	17	1	0	5
K18136	3	0	1241	0	0	0	0	0	101	0	0	0	18	0	0	225	0	22	166	3	4	1	150	14	4	0	0	7	4	0	0	6	88	0	22	4
K18137	2730	376	863	317	3575	339	692	13	8331	47	5044	71	436	543	21	528	412	1097	587	22	1506	792	509	42	121	441	99	67	1687	1774	81	37	39	224	117	29
K18138	34244	5189	11837	4342	21904	2580	21464	4128	44009	3554	23685	2575	24428	8034	18504	6290	10808	4837	10806	2065	29623	8518	9601	2382	6345	7468	42564	1796	16106	6965	16400	4124	13778	8766	4335	1396
K18139	26345	1868	6222	2042	9479	1233	6477	1771	40994	1378	21469	802	11118	4187	8470	4632	4399	4986	4651	986	23653	6609	4502	918	2788	3937	17214	963	8843	3325	6579	1841	6050	3841	3080	452
K18140	614	421	17	148	2031	83	1730	97	96	72	177	195	1	237	107	75	122	15	11	2	566	91	0	1	0	357	6566	1	728	146	273	1	1	428	2	11
K18141	614	421	17	148	2031	83	1760	97	96	72	177	195	1	437	107	76	122	15	11	2	566	94	48	5	3	363	6566	1	728	172	273	6	1	428	2	11
K18142	614	421	17	148	2031	83	1730	97	96	72	177	195	1	237	107	77	122	15	11	2	566	94	0	5	0	357	6566	2	728	146	273	1	1	428	2	11
K18143	2108	42	1182	368	3348	261	320	161	12198	176	5261	34	4212	30	1170	1064	485	1347	1677	216	4715	1594	566	202	897	215	1074	72	1981	12	580	88	2098	163	420	121
K18144	2444	47	1174	415	3393	276	399	161	13244	207	6182	34	4219	138	1502	1070	795	1594	1944	275	4927	1843	573	256	978	215	1080	72	2421	51	603	95	2147	645	440	191
K18145	1402	42	734	345	3348	231	176	151	7574	132	5149	7	42	23	1160	553	485	1088	867	191	1677	686	106	30	33	141	78	26	1408	12	560	64	13	157	272	50
K18146	1538	42	798	345	3348	241	176	151	7574	132	5149	7	42	23	1160	722	485	1088	915	196	1677	686	106	38	33	141	78	27	1408	12	560	75	14	157	273	61
K18147	1170	412	855	450	6913	376	855	25	8739	28	5033	74	58	488	2	578	814	1292	535	22	1508	854	539	25	109	444	138	63	1657	1735	143	46	14	243	132	28
K18148	525	6	48	47	45	42	79	0	1049	32	921	0	13	108	332	101	310	257	259	59	224	249	79	35	93	0	6	12	441	39	23	38	28	482	40	72
K18149	0	0	292	5	0	1	8	3	1	1	1	0	493	8	4	150	1	10	270	2	0	1	157	50	187	0	10	50	0	0	1	46	70	30	195	1
K18151	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	2	0	2	0	0	0	0	0	0	1	11	0	0	0
K18164	0	4	82	5	2	1	39	3	0	0	0	0	79	1	1	5	3	0	14	1	0	0	158	9	93	1	0	50	0	1	109	210	76	0	38	1
K18195	644	2	265	0	0	0	0	0	4494	0	110	27	19	0	0	440	0	254	10	9	3036	909	10	17	25	72	982	21	563	0	0	79	32	0	166	1
K18197	4417	1039	267	801	4249	633	1682	128	582	390	16230	769	251	433	3230	195	785	81	2111	320	4498	2611	467	327	1040	414	145	56	10831	694	1041	243	93	224	427	413
K18199	2495	348	1079	237	2153	124	6190	694	4543	368	110	246	3979	332	2377	760	1243	266	1127	143	3164	995	2397	285	1035	611	4925	167	682	328	2487	283	2220	269	360	104
K18209	0	0	5	19	0	0	0	0	0	0	0	0	10	3	0	4	0	0	0	0	0	0	6	0	9	0	0	6	0	0	2	5	0	0	5	0
K18210	0	0	1	2	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	1	0	0	0	0
K18214	0	0	39	0	0	0	0	0	0	0	0	0	31	0	0	8	0	0	0	0	0	0	23	8	12	0	0	4	0	0	0	2	23	0	131	0
K18215	0	0	9	0	0	0	4	0	0	1	0	0	28	0	0	0	0	0	10	1	0	0	10	1	28	0	0	3	0	1	0	3	11	1	6	0
K18216	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	11	0	0	0	0	1	0	0	0	0	0	0	2	0
K18217	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	11	0	0	0	0	1	0	0	0	0	0	0	2	0
K18218	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	56	0	0	0	6	1	9	0	0	0	0	0	0	0	0	0	0	0
K18220	0	0	106	201	4	3	4	0	1	0	1	0	3692	38	7	98	1	1	129	395	0	1	583	502	131	0	0	11	0	0	4	22	68	28	5460	444
K18221	3080	10	30	11	0	50	472	10	458	0	431	0	194	71	132	6	6	20	3811	2789	862	416	1	23	2	0	0	4	228	10	14	7	114	8	239	95
K18223	2	0	77	1	0	1	103	1	3	4	0	0	116	45	61	11	132	0	48	10	0	0	109	25	286	18	47	68	0	21	1	239	127	13	190	5
K18224	2	0	77	1	0	1	103	1	3	4	0	0	116	45	61	11	132	0	50	10	0	0	109	25	286	18	47	68	0	21	1	240	127	13	190	5
K18225	2	0	77	1	0	1	103	1	3	4	0	0	116	45	61	11	132	0	50	10	0	0	109	25	286	18	47	68	0	21	1	240	127	13	190	5
K18226	2	0	47	1	0	1	103	1	3	4	0	0	55	45	61	3	132	0	24	10	0	0	41	22	200	18	47	45	0	21	1	187	51	13	156	5
K18227	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K18230	10	16	856	143	12	49	80	255	760	550	55	3	6586	8	388	400	92	33	817	818	0	3	7012	1159	958	2	43	25	134	3	990	44	2043	63	5883	622
K18231	204	0	260	4	0	1	11	2	97	1	20	0	377	2	0	96	1	19	208	1	56	21	382	24	181	0	5	28	7	0	0	40	103	28	162	1
K18232	0	1	43	2	0	0	4	0	0	0	0	0	113	1	4	13	0	0	41	161	0	0	132	13	102	1	6	9	0	1	0	36	96	1	43	10
K18233	0	0	90	0	0	0	4	0	0	0	0	0	207	1	0	25	0	0	62	7	0	0	230	20	222	1	0	46	0	1	0	142	194	1	105	6
K18234	1338	1314	1219	840	5747	631	5593	263	107	370	15799	705	148	243	3204	123	448	56	2147	450	3170	2195	558	203	258	334	1250	36	10595	379	1666	52	34	454	294	454
K18235	0	0	18	0	0	0	0	0	0	0	0	0	1870	0	3	10	0	0	38	200	0	0	320	245	107	0	0	17	2	1	0	15	40	0	2737	220
K18236	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	3	11	0	0	0
K18237	0	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	1	0	0	0	0
K18239	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	1	6	0	0	0
K18240	262	3	93	9	7	3	4	7	297	7	21	1	538	1	7	314	7	19	245	11	25	24	160	36	139	8	3	34	20	0	20	70	307	3	64	19
K18242	1226	430	109	650	278	261	364	312	1116	557	576	155	153	529	2458	13	433	100	140	5	606	168	33	48	47	1156	1747	91	159	188	1250	241	69	254	269	16
K18243	1226	430	109	650	278	261	364	312	1116	557	576	155	153	529	2458	14	433	100	140	5	606	168	39	48	47	1156	1747	93	159	188	1250	242	69	254	269	16
K18248	0	0	9	0	0	10	0	0	0	0	0	0	12	0	0	3	0	0	0	0	0	0	1	4	9	0	0	2	0	0	0	6	2	0	1	1
K18249	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	2	0	0	1	0	0	0	0	0	0	1	0
K18251	0	0	3	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0
K18254	0	0	29	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	22	2	11	0	0	1	0	0	0	0	6	0	0	0
K18256	0	0	0	0	0	0	0	0	0	0	0	0	40	0	0	0	0	0	0	0	0	0	32	39	49	0	0	2	0	0	0	5	12	0	10	6
K18257	326	1	37	102	0	19	5	139	460	130	281	1	18	7	1159	1	78	10	3	0	257	69	9	2	6	5	3	2	69	12	444	4	4	10	1	1
K18258	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	2	0	0	11	0	0	0	16	0	15	0	0	4	0	0	0	4	6	0	2	0
K18275	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	9	1	0	0	0	2	15	0	0	3	0	1	0	5	48	0	10	0
K18276	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	1	0	0	4	0	0	0	7	1	0	1	1
K18277	906	2	454	22	7	10	6	7	4797	38	130	27	4003	1	33	440	7	272	577	77	3059	932	301	241	792	80	988	46	572	0	8	47	1814	15	173	63
K18284	0	0	0	0	0	0	0	0	0	0	0	0	47	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0
K18285	1345	89	175	592	714	631	198	151	428	253	11844	254	521	601	2501	149	741	262	1820	305	1768	792	512	443	341	120	17	189	6761	764	1056	459	256	44	325	364
K18286	0	0	81	0	0	0	0	0	0	0	0	0	311	0	0	19	0	0	56	15	0	0	440	68	307	0	0	43	0	1	0	90	231	0	88	14
K18287	0	0	6	0	0	0	0	0	0	0	0	0	3	0	0	5	0	0	0	0	0	0	4	0	0	0	0	1	0	0	0	3	8	0	0	0
K18288	0	3	8	1	4	1	138	0	553	0	42	3	5	3	2	31	1	134	60	2	113	52	3	26	8	0	0	6	251	5	2	4	50	1	23	2
K18289	694	281	699	115	1589	102	1079	615	4953	303	110	158	3686	406	1889	517	953	317	640	18	3048	913	363	150	772	571	3762	39	654	577	1976	57	1882	1663	157	47
K18290	0	0	52	1	0	1	0	0	553	0	42	1	3	1	0	30	1	134	14	1	113	52	39	2	26	0	0	20	251	0	0	62	12	0	43	1
K18291	694	281	669	115	1589	102	1079	615	4953	303	110	158	3667	406	1889	516	953	317	639	18	3048	913	347	142	771	571	3762	34	654	577	1976	23	1879	1663	128	47
K18292	956	282	716	119	1596	104	1081	615	5794	303	171	159	3681	406	1889	544	961	470	653	20	3184	988	482	153	797	578	3762	58	914	577	1979	85	1893	1665	171	56
K18293	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K18294	967	285	213	210	1631	139	1158	612	1168	297	1597	131	436	863	2221	50	1263	255	307	74	1788	458	24	80	106	672	2774	11	677	280	1999	11	324	5414	38	94
K18295	1549	285	454	210	1631	134	1158	612	5540	297	1707	158	436	863	2221	486	1263	498	307	82	4824	1366	24	94	95	744	3756	11	1240	280	1999	9	324	2142	38	94
K18296	1549	285	453	210	1631	134	1158	612	5540	297	1707	158	436	863	2221	486	1263	498	307	82	4824	1366	24	94	95	744	3756	10	1240	280	1999	7	324	2142	38	94
K18297	9475	840	2991	573	4764	303	3235	1843	19422	909	1792	499	11894	2343	5666	2005	2858	1214	2113	99	15668	4297	1065	602	2360	2130	12230	134	3184	1882	5927	113	6139	1709	512	220
K18298	3327	560	1140	326	3175	205	2188	1228	4979	569	786	289	4230	1365	3777	601	1905	320	814	40	4741	1202	501	257	863	1248	6513	98	983	844	3961	126	2237	1687	471	85
K18299	3327	560	1159	326	3175	205	2188	1228	4979	569	786	289	4265	1365	3777	604	1905	320	826	40	4741	1202	511	256	857	1248	6513	95	983	844	3961	165	2237	1687	223	85
K18300	3326	280	1075	222	1589	119	1109	615	4975	303	786	158	4187	1171	1889	574	953	320	809	46	4740	1198	462	255	844	750	3750	85	983	680	2032	105	2166	1662	407	84
K18301	8760	783	2047	1580	6390	1723	2081	745	15043	849	28893	558	5167	2055	6776	1099	2133	2063	5180	803	8328	3420	2064	625	1604	1247	3903	229	15886	3282	2826	326	2565	1972	1110	809
K18302	5812	659	1591	473	5171	464	1774	633	13797	357	5188	229	4680	949	1916	1051	1372	1444	1880	238	4736	1821	1079	291	1040	1019	3853	118	2370	2350	2076	138	2220	1886	334	150
K18303	5812	663	1700	497	5172	465	1813	633	13858	367	5188	229	4693	951	1918	1295	1391	1444	1906	241	4736	1821	1109	295	1065	1019	3853	187	2376	2353	2090	490	2318	1886	572	152
K18304	1473	0	424	66	0	0	0	0	4971	0	786	27	516	777	0	485	0	323	140	30	4612	1113	103	89	98	246	982	13	800	488	0	8	268	3273	78	26
K18305	810	36	636	71	535	133	4678	33	5651	3	4847	88	100	137	63	483	82	888	925	88	1250	520	29	78	66	64	1184	13	1267	151	87	16	10	337	83	41
K18306	1180	3	688	173	0	208	5	139	5961	130	5132	1	62	22	1160	485	78	893	565	10	1519	589	91	13	29	45	16	19	1335	12	496	35	26	1764	126	8
K18307	1180	3	690	173	0	208	5	139	5961	130	5132	1	66	22	1160	486	78	893	567	10	1519	589	101	13	29	45	16	17	1335	12	496	35	26	1764	128	8
K18308	379	1	76	102	0	54	5	139	460	130	281	1	23	7	1159	1	78	14	18	14	257	69	0	3	11	5	7	5	69	12	444	3	4	1647	124	3
K18312	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	2	0	0	0	6	0	0	53	0
K18313	0	0	11	0	0	0	0	0	0	0	0	0	17	2	0	6	0	0	32	0	0	0	28	1	17	0	0	8	0	0	0	21	9	6	1	1
K18314	0	0	22	0	0	0	0	0	0	0	0	0	75	0	0	3	0	0	18	0	0	0	52	2	46	0	0	16	0	0	0	10	53	0	11	0
K18320	3634	671	937	188	444	353	1035	1	8067	69	5398	126	670	1015	21	721	5	1209	796	44	1834	1068	1032	73	372	562	43	16	1907	3509	32	36	155	261	186	55
K18321	62	0	0	0	0	5	0	0	122	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
K18322	62	0	0	0	0	5	0	0	122	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
K18323	62	0	11	0	0	5	0	0	122	0	0	0	3	0	0	0	0	8	0	0	0	0	0	0	0	1	0	2	0	0	0	22	1	0	14	0
K18324	750	421	221	148	2031	84	1730	97	648	72	222	195	92	237	107	416	123	149	49	36	679	145	1850	34	2	357	6566	7	979	146	280	11	146	428	8	20
K18325	614	421	187	148	2031	83	1730	97	96	72	177	195	91	237	107	371	122	15	33	36	566	94	1850	27	0	357	6566	5	728	146	278	2	144	428	2	27
K18326	750	421	221	148	2031	84	1730	97	648	72	219	195	92	237	107	416	123	149	49	36	679	145	1850	34	2	357	6566	7	979	146	278	11	146	428	8	20
K18330	0	1	22	234	5	5	3	1	4	0	0	0	0	61	3	6	0	0	0	0	0	0	3	1	12	0	0	22	0	1	3	15	1	7	0	1
K18331	0	1	45	213	5	4	3	1	4	0	0	0	21	44	3	12	0	0	1	0	0	0	48	1	70	0	0	39	0	1	9	38	10	7	3	1
K18332	0	1	38	272	5	5	3	1	4	0	0	0	1	68	3	6	0	0	0	0	0	0	3	1	12	0	0	31	0	1	9	22	1	7	0	1
K18333	2667	634	752	1316	2034	849	1740	324	6207	839	16713	577	6006	1754	3787	697	1893	1217	2798	1264	4045	1342	6010	1096	1244	1579	1950	119	8094	1400	2519	348	362	478	14392	1393
K18334	1347	800	1001	608	2016	339	5273	271	6820	504	4916	246	12116	1195	388	931	400	1280	1974	1671	1461	605	6314	1422	1194	1232	2999	103	1543	779	1470	200	3060	617	17195	1506
K18335	1665	849	1100	818	2225	550	5944	479	6918	586	5194	431	4853	929	2600	937	1273	1109	2021	254	1717	674	700	395	388	1369	3726	259	1646	464	2210	626	2913	727	682	236
K18336	1322	425	669	493	244	165	310	36	5708	287	4862	152	60	528	71	790	94	926	632	13	1343	550	40	30	57	1181	1662	20	1283	164	365	55	41	353	181	11
K18337	6	195	16	4	197	1	908	9	17	6	7	3	30	110	6	3	351	0	8	2	0	6	0	6	13	3	0	15	25	378	61	24	1	0	13	1
K18344	0	0	154	0	0	0	0	2	0	1	0	0	49	0	0	4	0	0	47	1	0	0	41	5	87	0	5	37	0	0	0	29	47	0	66	1
K18345	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	3	6	0	0	0
K18346	2706	385	692	209	235	283	646	1	6258	104	5025	151	103	1057	30	730	531	1082	943	333	1368	766	646	207	239	266	13	4	1527	2496	15	26	93	191	192	67
K18347	0	0	22	2	0	1	2	0	1	0	1	0	114	1	0	6	1	1	24	2	0	1	44	7	79	0	0	14	0	0	0	11	64	28	20	0
K18348	0	0	2	5	0	0	24	0	0	0	0	0	0	8	0	0	0	0	1	0	0	0	0	0	2	0	6	1	0	0	0	0	0	1	0	0
K18349	0	0	89	13	0	1	17	0	1	0	1	0	71	12	3	9	1	2	0	0	0	1	149	1	39	0	3	9	0	0	1	16	37	29	22	0
K18350	0	0	89	12	0	1	5	0	1	0	1	0	71	9	3	9	1	2	0	0	0	1	149	1	39	0	0	9	0	0	1	16	37	29	22	0
K18351	0	1	186	1	0	0	4	0	0	0	0	0	5774	0	2	46	0	0	127	755	0	0	868	801	389	0	3	39	0	0	0	77	191	11	8305	671
K18352	4	8	205	72	6	24	37	128	325	275	0	2	6636	3	196	49	46	1	263	865	0	0	874	890	409	1	17	39	0	1	495	78	834	39	8340	732
